,FOLIO,FECHA,IMPORTE_VENTA,IMPUESTOS_VENTA,TIPO_CAMBIO,CONTABILIZADO
471,DVC000472,2015-11-10,3949.43,631.91,1.0,S
472,DVC000473,2015-11-10,3101.09,496.17,1.0,S
473,DVC000474,2015-11-10,2716.55,434.65,1.0,S
474,DVC000475,2015-11-10,420.73,67.32,1.0,S
475,DVC000476,2015-11-10,215.0,34.4,1.0,S
476,DVC000477,2015-11-10,215.0,34.4,1.0,S
477,DVC000478,2015-11-10,195.0,31.2,1.0,S
478,DVC000479,2015-11-11,138.0,22.08,1.0,S
479,DVC000480,2015-11-11,404.0,64.64,1.0,S
480,DVC000481,2015-11-11,335.0,53.6,1.0,S
481,DVC000482,2015-11-11,515.0,82.4,1.0,S
482,DVC000483,2015-11-11,660.0,105.6,1.0,S
483,DVC000484,2015-11-13,138.0,22.08,1.0,S
484,DVC000485,2015-11-13,440.0,70.4,1.0,S
485,DVC000486,2015-11-17,5590.0,894.4,1.0,S
486,DVC000487,2015-11-18,200.9,32.14,1.0,S
487,DVC000488,2015-11-18,195.0,31.2,1.0,S
488,DVC000489,2015-11-18,915.0,146.4,1.0,S
489,DVC000490,2015-11-19,1461.72,233.88,1.0,S
490,DVC000491,2015-11-19,870.0,139.2,1.0,S
491,DVC000492,2015-11-24,995.0,159.2,1.0,N
492,DVC000493,2015-11-24,305.0,48.8,1.0,S
493,DVC000494,2015-11-26,390.0,62.4,1.0,S
494,DVC000495,2015-11-27,0.0,0.0,1.0,S
495,DVC000496,2015-11-27,0.0,0.0,1.0,S
496,DVC000497,2015-11-27,0.0,0.0,1.0,N
497,DVC000498,2015-11-30,345.3,55.25,1.0,S
498,DVC000499,2015-11-30,690.6,110.5,1.0,S
499,DVC000500,2015-11-30,510.0,81.6,1.0,S
500,DVC000501,2015-11-30,215.0,34.4,1.0,S
501,DVC000502,2015-12-03,1074.5,171.92,1.0,S
502,DVC000503,2015-12-03,187.0,29.92,1.0,S
503,DVC000504,2015-12-04,192.0,30.72,1.0,S
504,DVC000505,2015-12-08,93767.62,15002.82,1.0,S
505,DVC000506,2015-12-08,21687.75,3470.04,1.0,S
506,DVC000507,2015-12-08,8930.25,1428.84,1.0,S
507,DVC000508,2015-12-09,1190.0,190.4,1.0,S
508,DVC000509,2015-12-09,204.0,32.64,1.0,S
509,DVC000510,2015-12-09,12375.0,1980.0,1.0,S
510,DVC000511,2015-12-09,660.0,105.6,1.0,S
511,DVC000512,2015-12-09,14865.9,2378.54,1.0,S
512,DVC000513,2015-12-10,389.0,62.24,1.0,S
513,DVC000514,2015-12-10,187.0,29.92,1.0,S
514,DVC000515,2015-12-11,970.0,155.2,1.0,S
515,DVC000516,2015-12-11,728.98,116.64,1.0,S
516,DVC000517,2015-12-14,332.0,53.12,1.0,S
517,DVC000518,2015-12-14,6043.13,966.9,1.0,S
518,DVC000519,2015-12-15,61131.68,9781.07,1.0,S
519,DVC000520,2015-12-17,5424.3,867.89,1.0,S
520,DVC000521,2015-12-17,410.0,65.6,1.0,S
521,DVC000522,2015-12-21,124.8,19.97,1.0,S
522,DVC000523,2015-12-28,765.0,122.4,1.0,S
523,DVC000524,2015-12-28,170.0,27.2,1.0,S
524,DVC000525,2015-12-28,85.0,13.6,1.0,S
525,DVC000526,2015-12-29,2026.59,324.25,1.0,S
526,DVC000527,2015-12-30,6921.3,1107.41,1.0,S
527,DVC000528,2016-01-05,3140.0,502.4,1.0,S
528,DVC000529,2016-01-12,720.0,115.2,1.0,N
529,DVC000530,2016-01-13,295.0,47.2,1.0,S
530,DVC000531,2016-01-15,155.0,24.8,1.0,S
531,DVC000532,2016-01-21,20332.0,3253.12,1.0,S
532,DVC000533,2016-01-22,320.0,51.2,1.0,S
533,DVC000534,2016-01-22,765.0,122.4,1.0,S
534,DVC000535,2016-01-25,5980.0,956.8,1.0,S
535,DVC000536,2016-01-26,434.0,69.44,1.0,S
536,DVC000537,2016-01-26,620.0,99.2,1.0,S
537,DVC000538,2016-01-26,850.5,136.08,1.0,S
538,DVC000539,2016-01-27,350.0,56.0,1.0,S
539,DVC000540,2016-01-28,310.0,49.6,1.0,S
540,DVC000541,2016-01-28,640.0,102.4,1.0,S
541,DVC000542,2016-01-28,1540.0,246.4,1.0,S
542,DVC000543,2016-01-28,300.0,48.0,1.0,S
543,DVC000544,2016-01-29,1260.0,201.6,1.0,S
544,DVC000545,2016-02-04,620.0,99.2,1.0,S
545,DVC000546,2016-02-04,1240.0,198.4,1.0,S
546,DVC000547,2016-02-04,340.0,54.4,1.0,S
547,DVC000548,2016-02-09,621.0,99.36,1.0,S
548,DVC000549,2016-02-10,17212.5,2754.0,1.0,N
549,DVC000550,2016-02-10,18639.0,2982.24,1.0,S
550,DVC000551,2016-02-11,374.0,59.84,1.0,S
551,DVC000552,2016-02-11,4387.46,701.99,1.0,S
552,DVC000553,2016-02-11,660.0,105.6,1.0,S
553,DVC000554,2016-02-11,96702.77,15472.44,1.0,S
554,DVC000555,2016-02-11,1118.4,178.94,1.0,S
555,DVC000556,2016-02-11,561.2,89.79,1.0,S
556,DVC000557,2016-02-12,410.0,65.6,1.0,S
557,DVC000558,2016-02-15,548.86,87.82,1.0,S
558,DVC000559,2016-02-16,160.0,25.6,1.0,S
559,DVC000560,2016-02-16,315.0,50.4,1.0,N
560,DVC000561,2016-02-16,187.0,29.92,1.0,S
561,DVC000562,2016-02-18,498.0,79.68,1.0,S
562,DVC000563,2016-02-23,1686.25,269.8,1.0,S
563,DVC000564,2016-02-23,355.3,56.85,1.0,S
564,DVC000565,2016-02-24,4096.0,655.36,1.0,S
565,DVC000566,2016-02-24,1650.0,264.0,1.0,S
566,DVC000567,2016-02-29,1640.0,262.4,1.0,S
567,DVC000568,2016-02-29,445.11,71.22,1.0,S
568,DVC000569,2016-02-29,197.0,31.52,1.0,S
569,DVC000570,2016-02-25,64.6,10.34,1.0,N
570,DVC000571,2016-02-29,64.6,10.34,1.0,S
571,DVC000572,2016-03-02,2160.0,345.6,1.0,S
572,DVC000573,2016-03-02,599900.0,95984.0,1.0,S
573,DVC000574,2016-03-03,515.0,82.4,1.0,N
574,DVC000575,2016-03-03,1172.0,187.52,1.0,S
575,DVC000576,2016-03-03,18318.0,2930.88,1.0,S
576,DVC000577,2016-03-03,85.0,13.6,1.0,S
577,DVC000578,2016-03-04,401.64,64.26,1.0,S
578,DVC000579,2016-03-04,258.05,41.29,1.0,S
579,DVC000580,2016-03-04,138.0,22.08,1.0,S
580,DVC000581,2016-03-04,255.0,40.8,1.0,S
581,DVC000582,2016-03-07,965.0,154.4,1.0,S
582,DVC000583,2016-03-08,3960.0,633.6,1.0,S
583,DVC000584,2016-03-09,290.0,46.4,1.0,S
584,DVC000585,2016-03-09,217.0,34.72,1.0,S
585,DVC000586,2016-03-10,83.0,13.28,1.0,S
586,DVC000587,2016-03-10,283.5,45.36,1.0,S
587,DVC000588,2016-03-10,4260.0,681.6,1.0,S
588,DVC000589,2016-03-10,1545.0,247.2,1.0,S
589,DVC000590,2016-03-11,220.0,35.2,1.0,N
590,DVC000591,2016-03-17,648.0,103.68,1.0,S
591,DVC000592,2016-03-18,402.0,64.32,1.0,S
592,DVC000593,2016-03-18,170.0,27.2,1.0,S
593,DVC000594,2016-03-22,610.0,97.6,1.0,S
594,DVC000595,2016-03-22,315.0,50.4,1.0,S
595,DVC000596,2016-03-29,220.0,35.2,1.0,S
596,DVC000597,2016-04-01,7782.4,1245.18,1.0,S
597,DVC000598,2016-04-04,2479.5,396.72,1.0,S
598,DVC000599,2016-04-04,2510.0,401.6,1.0,S
599,DVC000600,2016-04-04,177.65,28.42,1.0,S
600,DVC000601,2016-04-04,788.0,126.08,1.0,S
601,DVC000602,2016-04-04,197.0,31.52,1.0,S
602,DVC000603,2016-04-05,780.0,124.8,1.0,N
603,DVC000604,2016-04-07,11490.0,1838.4,1.0,S
604,DVC000605,2016-04-08,404.0,64.64,1.0,S
605,DVC000606,2016-04-08,3024.0,483.84,1.0,S
606,DVC000607,2016-04-08,198.85,31.82,1.0,S
607,DVC000608,2016-04-08,188.16,30.11,1.0,S
608,DVC000609,2016-04-12,370.5,59.28,1.0,S
609,DVC000610,2016-04-12,192.0,30.72,1.0,S
610,DVC000611,2016-04-12,374.3,59.89,1.0,S
611,DVC000612,2016-04-12,763.0,122.08,1.0,S
612,DVC000613,2016-04-14,816.96,130.71,1.0,S
613,DVC000614,2016-03-07,17212.5,2754.0,1.0,N
614,DVC000615,2016-04-18,17212.5,2754.0,1.0,S
615,DVC000616,2016-04-20,340.0,54.4,1.0,S
616,DVC000617,2016-04-20,190.0,30.4,1.0,S
617,DVC000618,2016-04-20,1845.0,295.2,1.0,S
618,DVC000619,2016-04-20,635.0,101.6,1.0,S
619,DVC000620,2016-04-21,500.0,80.0,1.0,S
620,DVC000621,2016-04-22,1680.0,268.8,1.0,S
621,DVC000622,2016-04-22,194.75,31.16,1.0,S
622,DVC000623,2016-04-22,7296.0,1167.36,1.0,S
623,DVC000624,2016-04-25,440.0,70.4,1.0,S
624,DVC000625,2016-04-25,315.0,50.4,1.0,S
625,DVC000626,2016-04-27,1595.0,255.2,1.0,S
626,DVC000627,2016-04-27,800.4,128.06,1.0,S
627,DVC000628,2016-04-29,205.0,32.8,1.0,S
628,DVC000629,2016-05-03,315.0,50.4,1.0,S
629,DVC000630,2016-05-04,408.5,65.36,1.0,S
630,DVC000631,2016-05-04,1580.0,252.8,1.0,S
631,DVC000632,2016-05-05,630.0,100.8,1.0,S
632,DVC000633,2016-05-05,678.0,108.48,1.0,S
633,DVC000634,2016-05-06,948.22,151.72,1.0,S
634,DVC000635,2016-05-06,871.5,139.44,1.0,S
635,DVC000636,2016-05-06,374.0,59.84,1.0,S
636,DVC000637,2016-05-06,220.0,35.2,1.0,S
637,DVC000638,2016-05-06,315.0,50.4,1.0,S
638,DVC000639,2016-05-06,515.0,82.4,1.0,S
639,DVC000640,2016-05-06,780.0,124.8,1.0,S
640,DVC000641,2016-05-09,1545.0,247.2,1.0,S
641,DVC000642,2016-05-09,1525.0,244.0,1.0,S
642,DVC000643,2016-05-11,192.0,30.72,1.0,S
643,DVC000644,2016-05-11,200.9,32.14,1.0,S
644,DVC000645,2016-05-12,540.55,86.49,1.0,S
645,DVC000646,2016-05-12,1455.0,232.8,1.0,N
646,DVC000647,2016-05-16,308.0,49.28,1.0,S
647,DVC000648,2016-05-17,560.0,89.6,1.0,S
648,DVC000649,2016-05-18,205.0,32.8,1.0,S
649,DVC000650,2016-05-18,1628.0,260.48,1.0,S
650,DVC000651,2016-05-18,154.0,24.64,1.0,S
651,DVC000652,2016-05-19,861874.11,137899.86,1.0,S
652,DVC000653,2016-05-19,85.0,13.6,1.0,S
653,DVC000654,2016-05-20,138.0,22.08,1.0,N
654,DVC000655,2016-05-20,2893.0,462.88,1.0,S
655,DVC000656,2016-05-23,374.0,59.84,1.0,S
656,DVC000657,2016-05-23,650.0,104.0,1.0,S
657,DVC000658,2016-05-23,1798.33,287.73,1.0,S
658,DVC000659,2016-05-23,250.75,40.12,1.0,S
659,DVC000660,2016-05-26,187.0,29.92,1.0,S
660,DVC000661,2016-05-26,197.0,31.52,1.0,S
661,DVC000662,2016-05-27,315.0,50.4,1.0,N
662,DVC000663,2016-05-27,9900.0,1584.0,1.0,N
663,DVC000664,2016-06-02,644.0,103.04,1.0,S
664,DVC000665,2016-06-09,1190.0,190.4,1.0,S
665,DVC000666,2016-06-09,1845.0,295.2,1.0,S
666,DVC000667,2016-06-10,390.0,62.4,1.0,S
667,DVC000668,2016-06-10,187.0,29.92,1.0,S
668,DVC000669,2016-06-10,2317.68,370.83,1.0,S
669,DVC000670,2016-06-10,6555.28,1048.84,1.0,S
670,DVC000671,2016-06-13,1225.44,196.07,1.0,S
671,DVC000672,2016-06-13,235.0,37.6,1.0,S
672,DVC000673,2016-06-13,337.44,53.99,1.0,S
673,DVC000674,2016-06-15,187.15,29.94,1.0,S
674,DVC000675,2016-06-15,1298.0,207.68,1.0,S
675,DVC000676,2016-06-16,170.0,27.2,1.0,S
676,DVC000677,2016-06-17,235.0,37.6,1.0,S
677,DVC000678,2016-06-17,207.0,33.12,1.0,S
678,DVC000679,2016-06-17,305.0,48.8,1.0,S
679,DVC000680,2016-06-20,2007.0,321.12,1.0,S
680,DVC000681,2016-06-20,348.0,55.68,1.0,S
681,DVC000682,2016-07-04,389.5,62.32,1.0,S
682,DVC000683,2016-07-04,194.75,31.16,1.0,S
683,DVC000684,2016-07-04,205.0,32.8,1.0,S
684,DVC000685,2016-07-05,1200.0,192.0,1.0,S
685,DVC000686,2016-07-11,457.8,73.25,1.0,S
686,DVC000687,2016-07-11,0.0,0.0,1.0,S
687,DVC000688,2016-07-13,580.0,92.8,1.0,S
688,DVC000689,2016-07-14,232.4,37.18,1.0,S
689,DVC000690,2016-07-14,991.0,158.56,1.0,S
690,DVC000691,2016-07-14,1353.0,216.48,1.0,S
691,DVC000692,2016-07-15,425.0,68.0,1.0,S
692,DVC000693,2016-07-18,80.0,12.8,1.0,S
693,DVC000694,2016-07-21,421.4,67.42,1.0,S
694,DVC000695,2016-07-22,40745.0,6519.2,1.0,S
695,DVC000696,2016-07-22,430.0,68.8,1.0,S
696,DVC000697,2016-07-22,324.8,51.97,1.0,N
697,DVC000698,2016-07-22,220.5,35.28,1.0,S
698,DVC000699,2016-07-22,597.4,95.58,1.0,S
699,DVC000700,2016-07-25,763.8,122.21,1.0,S
700,DVC000701,2016-07-25,225.4,36.06,1.0,S
701,DVC000702,2016-07-25,162.4,25.98,1.0,S
702,DVC000703,2016-07-25,1892.28,302.76,1.0,S
703,DVC000704,2016-07-25,696.76,111.48,1.0,S
704,DVC000705,2016-07-26,20016.0,3202.56,1.0,S
705,DVC000706,2016-07-27,3559.11,569.46,1.0,S
706,DVC000707,2016-07-27,3202.0,512.32,1.0,S
707,DVC000708,2016-07-28,408.0,65.28,1.0,N
708,DVC000709,2016-07-28,204.0,32.64,1.0,S
709,DVC000710,2016-07-29,1040.2,166.43,1.0,S
710,DVC000711,2016-08-01,205.0,32.8,1.0,S
711,DVC000712,2016-08-01,150.0,24.0,1.0,S
712,DVC000713,2016-08-01,400.9,64.14,1.0,S
713,DVC000714,2016-08-01,287.16,45.95,1.0,N
714,DVC000715,2016-08-03,237.3,37.97,1.0,S
715,DVC000716,2016-08-03,160.0,25.6,1.0,N
716,DVC000717,2016-08-04,2380.64,380.9,1.0,S
717,DVC000718,2016-08-05,1172.16,187.55,1.0,S
718,DVC000719,2016-08-05,644.0,103.04,1.0,N
719,DVC000720,2016-08-05,1348.9,215.82,1.0,S
720,DVC000721,2016-08-05,162.4,25.98,1.0,S
721,DVC000722,2016-08-09,2382.0,381.12,1.0,S
722,DVC000723,2016-08-10,606.0,96.96,1.0,S
723,DVC000724,2016-08-11,840.7,134.51,1.0,S
724,DVC000725,2016-08-12,232.4,37.18,1.0,S
725,DVC000726,2016-08-12,1124.0,179.84,1.0,S
726,DVC000727,2016-08-15,1653.0,264.48,1.0,S
727,DVC000728,2016-08-15,225.4,36.06,1.0,S
728,DVC000729,2016-08-15,1898.4,303.74,1.0,S
729,DVC000730,2016-08-19,389.5,62.32,1.0,S
730,DVC000731,2016-08-19,232.4,37.18,1.0,S
731,DVC000732,2016-08-19,225.4,36.06,1.0,N
732,DVC000733,2016-08-26,860.0,137.6,1.0,S
733,DVC000734,2016-08-26,215.0,34.4,1.0,S
734,DVC000735,2016-08-30,0.0,0.0,1.0,S
735,DVC000736,2016-08-30,200.0,32.0,1.0,S
736,DVC000737,2016-09-01,414.0,66.24,1.0,S
737,DVC000738,2016-09-01,1083.15,173.3,1.0,S
738,DVC000739,2016-09-01,595.0,95.2,1.0,S
739,DVC000740,2016-09-08,655.9,104.94,1.0,S
740,DVC000741,2016-09-08,84.0,13.44,1.0,S
741,DVC000742,2016-09-09,300.0,48.0,1.0,S
742,DVC000743,2016-09-09,4916.25,786.6,1.0,S
743,DVC000744,2016-09-09,420.0,67.2,1.0,S
744,DVC000745,2016-09-09,425.0,68.0,1.0,N
745,DVC000746,2016-09-13,276.25,44.2,1.0,S
746,DVC000747,2016-09-13,196.65,31.46,1.0,S
747,DVC000748,2016-09-14,795.0,127.2,1.0,S
748,DVC000749,2016-09-14,2134.2,341.47,1.0,S
749,DVC000750,2016-09-20,202.0,32.32,1.0,S
750,DVC000751,2016-09-20,2243.0,358.88,1.0,N
751,DVC000752,2016-09-20,2243.0,358.88,1.0,S
752,DVC000753,2016-09-20,616.98,98.72,1.0,S
753,DVC000754,2016-09-21,518.0,82.88,1.0,S
754,DVC000755,2016-09-21,386.4,61.82,1.0,S
755,DVC000756,2016-09-21,304.5,48.72,1.0,S
756,DVC000757,2016-09-22,430.0,68.8,1.0,S
757,DVC000758,2016-09-22,900.0,144.0,1.0,S
758,DVC000759,2016-09-22,202.0,32.32,1.0,S
759,DVC000760,2016-09-22,197.0,31.52,1.0,N
760,DVC000761,2016-09-27,1167.0,186.72,1.0,S
761,DVC000762,2016-09-27,204.0,32.64,1.0,S
762,DVC000763,2016-09-30,1505.0,240.8,1.0,S
763,DVC000764,2016-09-30,1089.0,174.24,1.0,S
764,DVC000765,2016-10-03,234.65,37.54,1.0,S
765,DVC000766,2016-10-04,340.0,54.4,1.0,S
766,DVC000767,2016-10-04,225.0,36.0,1.0,N
767,DVC000768,2016-10-07,1305.0,208.8,1.0,S
768,DVC000769,2016-10-11,207.0,33.12,1.0,S
769,DVC000770,2016-10-11,204.25,32.68,1.0,S
770,DVC000771,2016-10-11,375.0,60.0,1.0,S
771,DVC000772,2016-10-13,584.25,93.48,1.0,S
772,DVC000773,2016-10-13,3978.12,636.5,1.0,S
773,DVC000774,2016-10-13,3533.04,565.29,1.0,S
774,DVC000775,2016-10-13,18794.16,3007.07,1.0,S
775,DVC000776,2016-10-17,8282.4,1325.18,1.0,S
776,DVC000777,2016-10-17,4311.72,689.88,1.0,S
777,DVC000778,2016-10-17,5176.08,828.17,1.0,S
778,DVC000779,2016-10-17,6118.56,978.97,1.0,S
779,DVC000780,2016-10-20,18503.74,2960.6,1.0,S
780,DVC000781,2016-10-21,1847.3,295.57,1.0,S
781,DVC000782,2016-10-21,2112.6,338.02,1.0,S
782,DVC000783,2016-10-21,1859.2,297.47,1.0,S
783,DVC000784,2016-10-24,215.0,34.4,1.0,S
784,DVC000785,2016-10-24,202.0,32.32,1.0,S
785,DVC000786,2016-10-26,304.5,48.72,1.0,S
786,DVC000787,2016-10-27,661.6,105.86,1.0,S
787,DVC000788,2016-10-28,695.0,111.2,1.0,S
788,DVC000789,2016-10-31,5892.0,942.72,1.0,S
789,DVC000790,2016-11-03,1425.6,228.1,1.0,S
790,DVC000791,2016-11-08,678.0,108.48,1.0,S
791,DVC000792,2016-11-08,678.0,108.48,1.0,S
792,DVC000793,2016-11-09,430.0,68.8,1.0,S
793,DVC000794,2016-11-10,1059.0,169.44,1.0,S
794,DVC000795,2016-11-11,2312.4,369.98,1.0,S
795,DVC000796,2016-11-14,14873.6,2379.78,1.0,S
796,DVC000797,2016-11-15,255.0,40.8,1.0,S
797,DVC000798,2016-11-15,654.0,104.64,1.0,S
798,DVC000799,2016-11-16,4700.0,752.0,1.0,S
799,DVC000800,2016-11-22,207.0,33.12,1.0,S
800,DVC000801,2016-11-23,3814.25,610.28,1.0,N
801,DVC000802,2016-11-24,1275.52,204.08,1.0,S
802,DVC000803,2016-11-24,767.6,122.82,1.0,S
803,DVC000804,2016-11-28,4667.35,746.78,1.0,S
804,DVC000805,2016-11-28,3814.25,610.28,1.0,S
805,DVC000806,2016-11-30,305.6,48.9,1.0,S
806,DVC000807,2016-11-30,265.6,42.5,1.0,S
807,DVC000808,2016-12-01,305.0,48.8,1.0,S
808,DVC000809,2016-12-01,880.0,140.8,1.0,S
809,DVC000810,2016-12-06,430.0,68.8,1.0,S
810,DVC000811,2016-12-06,817.0,130.72,1.0,S
811,DVC000812,2016-12-06,730.8,116.93,1.0,S
812,DVC000813,2016-12-06,2312.4,369.98,1.0,S
813,DVC000814,2016-12-07,400.0,64.0,1.0,S
814,DVC000815,2016-12-07,6594.0,1055.04,1.0,S
815,DVC000816,2016-12-08,863.1,138.1,1.0,S
816,DVC000817,2016-12-08,2460.0,393.6,1.0,S
817,DVC000818,2016-12-09,9027.0,1444.32,1.0,S
818,DVC000819,2016-12-09,736.0,117.76,1.0,S
819,DVC000820,2016-12-12,170.0,27.2,1.0,S
820,DVC000821,2016-12-15,207.0,33.12,1.0,S
821,DVC000822,2016-12-15,207.0,33.12,1.0,S
822,DVC000823,2016-12-15,828.0,132.48,1.0,S
823,DVC000824,2016-12-23,935.0,149.6,1.0,S
824,DVC000825,2016-12-26,8834.28,1413.48,1.0,S
825,DVC000826,2016-12-27,1740.0,278.4,1.0,S
826,DVC000827,2016-12-28,2610.0,417.6,1.0,S
827,DVC000828,2016-12-29,215.0,34.4,1.0,S
828,DVC000829,2016-12-29,215.0,34.4,1.0,S
829,DVC000830,2017-01-02,9800.0,1568.0,1.0,S
830,DVC000831,2017-01-02,3495.0,559.2,1.0,S
831,DVC000832,2017-01-05,1823.0,291.68,1.0,S
832,DVC000833,2017-01-10,242.9,38.86,1.0,S
833,DVC000834,2017-01-12,325.0,52.0,1.0,S
834,DVC000835,2017-01-16,450.0,72.0,1.0,S
835,DVC000836,2017-01-17,430.0,68.8,1.0,S
836,DVC000837,2017-01-17,434.0,69.44,1.0,S
837,DVC000838,2017-01-24,1075.0,172.0,1.0,S
838,DVC000839,2017-01-24,434.0,69.44,1.0,S
839,DVC000840,2017-01-24,2831.0,452.96,1.0,S
840,DVC000841,2017-01-26,194.75,31.16,1.0,S
841,DVC000842,2017-01-27,6780.0,1084.8,1.0,S
842,DVC000843,2017-01-30,975.0,156.0,1.0,S
843,DVC000844,2017-02-02,1105.0,176.8,1.0,S
844,DVC000845,2017-02-03,393.3,62.93,1.0,S
845,DVC000846,2017-02-03,2610.0,417.6,1.0,S
846,DVC000847,2017-02-07,591.0,94.56,1.0,S
847,DVC000848,2017-02-07,255.0,40.8,1.0,S
848,DVC000849,2017-02-08,4700.0,752.0,1.0,S
849,DVC000850,2017-02-09,440.0,70.4,1.0,S
850,DVC000851,2017-02-10,369.0,59.04,1.0,S
851,DVC000852,2017-02-14,23320.36,3731.26,1.0,S
852,DVC000853,2017-02-15,434.0,69.44,1.0,S
853,DVC000854,2017-02-15,2619.0,419.04,1.0,S
854,DVC000855,2017-02-16,644.0,103.04,1.0,S
855,DVC000856,2017-02-16,4535.6,725.7,1.0,S
856,DVC000857,2017-02-16,32735.4,5237.66,1.0,S
857,DVC000858,2017-02-22,696.0,111.36,1.0,S
858,DVC000859,2017-02-22,731.68,117.07,1.0,S
859,DVC000860,2017-02-22,585.0,93.6,1.0,N
860,DVC000861,2017-02-23,215.0,34.4,1.0,S
861,DVC000862,2017-02-24,322.0,51.52,1.0,S
862,DVC000863,2017-02-24,12086.48,1933.84,1.0,S
863,DVC000864,2017-02-27,8873.2,1419.71,1.0,S
864,DVC000865,2017-02-27,939.0,150.24,1.0,S
865,DVC000866,2017-02-27,2595.4,415.26,1.0,S
866,DVC000867,2017-02-27,1356.2,216.99,1.0,S
867,DVC000868,2017-02-27,1840.8,294.53,1.0,S
868,DVC000869,2017-02-27,1028.4,164.54,1.0,S
869,DVC000870,2017-02-27,1356.2,216.99,1.0,S
870,DVC000871,2017-02-27,3251.0,520.16,1.0,S
871,DVC000872,2017-02-27,4591.8,734.69,1.0,S
872,DVC000873,2017-02-27,3233.0,517.28,1.0,S
873,DVC000874,2017-02-27,8294.4,1327.1,1.0,S
874,DVC000875,2017-02-27,5324.4,851.9,1.0,S
875,DVC000876,2017-02-27,5895.0,943.2,1.0,S
876,DVC000877,2017-02-27,1356.2,216.99,1.0,S
877,DVC000878,2017-02-27,8294.4,1327.1,1.0,S
878,DVC000879,2017-02-27,5324.4,851.9,1.0,S
879,DVC000880,2017-02-27,5895.0,943.2,1.0,S
880,DVC000881,2017-02-27,10660.0,1705.6,1.0,S
881,DVC000882,2017-02-28,939.0,150.24,1.0,S
882,DVC000883,2017-03-01,678.0,108.48,1.0,S
883,DVC000884,2017-03-03,2665.0,426.4,1.0,S
884,DVC000885,2017-03-07,434.0,69.44,1.0,S
885,DVC000886,2017-03-08,197.0,31.52,1.0,S
886,DVC000887,2017-03-09,207.0,33.12,1.0,S
887,DVC000888,2017-03-14,208.0,33.28,1.0,S
888,DVC000889,2017-03-14,215.0,34.4,1.0,S
889,DVC000890,2017-03-15,616.0,98.56,1.0,S
890,DVC000891,2017-03-17,4700.8,752.13,1.0,S
891,DVC000892,2017-03-17,10258.92,1641.43,1.0,S
892,DVC000893,2017-03-17,1288.0,206.08,1.0,S
893,DVC000894,2017-03-21,52623.2,8419.71,1.0,S
894,DVC000895,2017-03-21,4780.8,764.93,1.0,S
895,DVC000896,2017-03-21,4429.6,708.74,1.0,S
896,DVC000897,2017-03-21,15915.05,2546.41,1.0,S
897,DVC000898,2017-03-21,17830.4,2852.86,1.0,S
898,DVC000899,2017-03-21,217.0,34.72,1.0,S
899,DVC000900,2017-03-21,208.0,33.28,1.0,S
900,DVC000901,2017-03-21,612.75,98.04,1.0,S
901,DVC000902,2017-03-21,414.0,66.24,1.0,S
902,DVC000903,2017-03-21,23785.68,3805.71,1.0,S
903,DVC000904,2017-03-22,4767.0,762.72,1.0,S
904,DVC000905,2017-03-22,322.0,51.52,1.0,S
905,DVC000906,2017-03-22,240.0,38.4,1.0,S
906,DVC000907,2017-03-22,8288.0,1326.08,1.0,S
907,DVC000908,2017-03-27,945.0,151.2,1.0,S
908,DVC000909,2017-03-28,99.0,15.84,1.0,S
909,DVC000910,2017-03-29,2583.8,413.41,1.0,S
910,DVC000911,2017-03-30,948.6,151.78,1.0,S
911,DVC000912,2017-04-03,620.84,99.33,1.0,S
912,DVC000913,2017-04-04,22345.6,3575.3,1.0,S
913,DVC000914,2017-04-04,0.0,0.0,1.0,S
914,DVC000915,2017-04-06,104.0,16.64,1.0,S
915,DVC000916,2017-04-06,1640.0,262.4,1.0,S
916,DVC000917,2017-04-11,2551.04,408.17,1.0,S
917,DVC000918,2017-04-19,12134.4,1941.5,1.0,S
918,DVC000919,2017-04-19,12033.6,1925.38,1.0,S
919,DVC000920,2017-04-19,986.0,157.76,1.0,S
920,DVC000921,2017-04-21,678.0,108.48,1.0,S
921,DVC000922,2017-04-21,2483.1,397.3,1.0,S
922,DVC000923,2017-04-21,1356.0,216.96,1.0,S
923,DVC000924,2017-04-21,212.0,33.92,1.0,S
924,DVC000925,2017-04-28,660.0,105.6,1.0,S
925,DVC000926,2017-05-09,787.34,125.97,1.0,S
926,DVC000927,2017-05-09,1935.0,309.6,1.0,S
927,DVC000928,2017-05-09,195.0,31.2,1.0,S
928,DVC000929,2017-05-09,235.0,37.6,1.0,S
929,DVC000930,2017-05-09,664.0,106.24,1.0,S
930,DVC000931,2017-05-10,225.4,36.06,1.0,S
931,DVC000932,2017-05-11,3543.0,566.88,1.0,S
932,DVC000933,2017-05-11,664.0,106.24,1.0,S
933,DVC000934,2017-05-11,1657.6,265.22,1.0,S
934,DVC000935,2017-05-12,3919.5,627.12,1.0,N
935,DVC000936,2017-05-15,18662.2,2985.95,1.0,S
936,DVC000937,2017-05-19,923.0,147.68,1.0,S
937,DVC000938,2017-05-25,975.0,156.0,1.0,S
938,DVC000939,2017-05-30,880.0,140.8,1.0,S
939,DVC000940,2017-05-30,948.6,151.78,1.0,S
940,DVC000941,2017-05-30,748.6,119.78,1.0,S
941,DVC000942,2017-05-31,480.0,76.8,1.0,S
942,DVC000943,2017-06-01,197.0,31.52,1.0,S
943,DVC000944,2017-06-02,603.25,96.52,1.0,S
